episode,success_delta_on_minus_off,zone_time_delta_on_minus_off,zone_ratio_delta_on_minus_off,target_err_mean_delta_on_minus_off,attach_err_mean_delta_on_minus_off,hf_target_err_diff_rms_delta_on_minus_off,hf_attach_err_diff_rms_delta_on_minus_off,hf_qdot_diff_rms_delta_on_minus_off,qdot_norm_mean_delta_on_minus_off,cond_log10_mean_delta_on_minus_off,manip_w_mean_delta_on_minus_off,manip_risk_mean_delta_on_minus_off,win_zone_time_on,win_attach_err_on,win_hf_qdot_on,win_cond_on,win_manip_w_on,win_manip_risk_on
100,0,0.0,0.0,-0.0005891504877730824,1.231747475659642e-05,3.025504676645776e-06,-5.380448038704261e-06,0.0038574980292981342,0.004124920263630316,-0.0029661943253449508,0.12028700959734091,0.02873676246034133,0,0,0,1,1,0
101,0,0.0040000000000000036,0.0004662004662004636,-0.0011812083522839967,-0.0011238513508670736,1.3949656256228692e-05,3.472652928724143e-05,0.007548867382123431,-0.01706813111910077,-0.004293830038149871,0.1260662825186531,0.04034220905360223,0,1,0,1,1,0
102,0,0.0,0.0,0.001080923308342363,-7.685426461522676e-06,-1.2443321442464229e-06,-3.74859549490483e-06,0.0038197970509326884,0.0012518753321739684,0.0026342027691996783,0.14438254332889403,0.029188356986445237,0,1,0,0,1,0
103,0,0.05199999999999999,0.003977968176254589,-0.000447448019932295,0.0027291710510000226,4.125250076245199e-05,6.37407565187931e-05,0.008305163078966143,0.06647312098271452,0.03240352309314343,0.12616637640450284,0.02438945766463477,0,0,0,0,1,0
104,0,0.016000000000000014,0.0008663634394628543,0.003371073310744155,0.00037072899527450937,-6.332983860977883e-06,-9.369420931467645e-06,0.010729698174373664,-0.0012209232222728517,-0.06839424416178419,0.15829746124592015,0.016738882325823195,0,0,0,1,1,0
105,0,0.008000000000000007,0.0003890293717175655,0.0005149841694435942,0.0018441403513837148,3.4701248002098396e-05,6.590081196299784e-05,0.003578106125011915,0.05056016663918861,-0.006943332445939809,0.16143772204459056,0.015067643676123711,0,0,0,1,1,0
106,0,-0.006000000000000005,-0.0005931198102016606,-0.00038912484737507747,-5.528746806303039e-05,1.3118728418319483e-06,2.2095356755578175e-06,0.002152838095448001,0.015000734748047195,-0.043136659234210395,0.14163083495255216,0.030479659320752663,1,1,0,1,1,0
107,0,0.0,0.0,0.0015563504378339477,2.4455369460260612e-05,-2.9122759150841714e-06,-3.7013083446408874e-06,0.0042090884963670305,0.00289966312464629,-0.001276559754483042,0.11665515940017915,0.03367719403777263,0,0,0,1,1,0
108,0,0.0,0.0,3.468611545329181e-05,-8.373327763940008e-06,2.2793382646358077e-06,1.1798753919603326e-07,0.00356123571346903,-0.00735546172389312,-0.0023041900943487903,0.13147420496204826,0.02925697121991637,0,1,0,1,1,0
109,0,0.028,0.00315884476534296,0.00025857250688013367,1.2025912087820778e-05,-6.627791384462671e-07,-6.775611344648721e-06,0.003588553694243213,-0.008212792745503128,-0.0005437867381195005,0.11185372754214848,0.03467662979967337,0,0,0,1,1,0
110,0,0.0,0.0,0.0011348013070495155,4.560157200965073e-05,-7.965019511349102e-07,-6.693270240036402e-06,0.0035834923515398187,-0.002855722380857406,-0.0028570736510116213,0.10945390897629041,0.03462898004375351,0,0,0,1,1,0
111,0,0.0,0.0,-0.000922407179325152,-3.6519859054617854e-05,5.138141349415263e-06,-9.414601121243617e-07,0.004206650408143858,-0.016615890669071653,0.007746276411968456,0.11503874175890477,0.03261956353512168,0,1,0,0,1,0
112,0,-0.016,-0.0017714791851195745,0.0007251755052256753,2.3638116265777692e-05,-2.1592493803070448e-07,-4.217210808975464e-06,0.003955135605878457,-0.0032286410856177117,0.007161616623289735,0.12131123524167123,0.03406377848294553,1,0,0,0,1,0
113,0,0.0,0.0,0.00017026054068500218,-5.923464597080291e-05,5.384520317138538e-06,1.2927191474912999e-06,0.004195712292413667,-0.02917130451024863,0.04289447084009845,0.13500834555802615,0.02664223794437422,0,1,0,0,1,0
114,0,6.57,0.6107083100948132,0.02166607851275032,0.031582844086024846,-1.0701072349391023e-05,-0.00014511437202429365,0.022506935037926584,1.984267759821366,-0.06237238661712974,0.13417734699417458,0.028672424229680662,0,0,0,1,1,0
115,0,0.0,0.0,-0.0009481204831653933,-0.0004969989149599952,-7.037215885563001e-06,2.627656952636562e-05,0.005704312289678104,-0.008861960589492845,-0.018444676371903057,0.1425897598915367,0.03286293237172796,0,1,0,1,1,0
116,1,5.962,0.6282402528977872,-0.09498758269881108,nan,-5.929828951728878e-06,nan,0.004075058147900962,0.015017740404514868,-0.20539855986185707,0.13785998111725412,0.033067278710239414,0,0,0,1,1,0
117,0,-0.025999999999999995,-0.0029246344206974124,-2.878700339536966e-05,-1.3289445508341685e-05,1.4694384695462977e-06,-2.740472317648091e-06,0.0033797430746077828,-0.005346719120385313,-0.0031367321370399104,0.10911483860097021,0.03463854524038141,1,1,0,1,1,0
118,0,-0.136,-0.014498933901918979,0.0056461618814724335,-0.0003475697135157038,-3.223104191734066e-05,-3.832278939259852e-05,0.03636712621581614,0.0029557806668809583,-0.05299875882282912,0.1368352694393215,0.03834871927860003,1,1,0,1,1,0
119,0,0.13600000000000012,0.013562026326286447,-0.005173007775640531,-0.0006277219186424585,-2.38924946026483e-06,2.778837138615051e-05,-0.005346257250855607,-0.02324402056193664,-0.032944465967304826,0.13077388910475507,0.030840411784235803,0,1,1,1,1,0
120,0,0.0,0.0,0.0017679051783384414,2.4226212938082553e-05,-3.537767969734101e-06,-6.443613472146854e-06,0.004568766131827884,0.0029631013228630376,0.008587692658175605,0.11547063818104188,0.032153743374093956,0,0,0,0,1,0
121,0,0.0,0.0,-0.0003864448351149907,-3.861908227604377e-05,7.216969182825242e-06,-6.976130025886768e-06,0.004468357059448064,-0.007972967839479317,0.047962179942230065,0.14522758985624176,0.0243953186612505,0,1,0,0,1,0
122,0,0.0,0.0,0.0010686431796086693,3.9034618239282975e-05,-5.609836786790202e-07,-3.430575506518864e-06,0.005156830018200165,-0.006435473526934521,0.012750687074087441,0.12683179429747668,0.0310878689052306,0,0,0,0,1,0
123,0,0.0040000000000000036,0.0004478280340349302,0.00040981246086406464,-0.00017799333197962217,-1.4890187650033575e-06,4.821228391662475e-07,0.004047639708009115,-0.004130126908643117,-0.005419028923852043,0.1336853442976953,0.03661872239807828,0,1,0,1,1,0
124,0,0.0,0.0,4.3782665365560414e-05,5.385870326776385e-05,8.502371406152436e-07,-4.473685543005023e-06,0.003393509154011126,-0.0006513736675748394,-0.008231001262048565,0.1321288513784754,0.030234246605948527,0,0,0,1,1,0
125,0,0.0,0.0,-0.005743435489520027,-0.00046440026701790454,-8.119148871607433e-06,-3.357357046781986e-05,0.0009362918856571367,-0.026546889389669426,-0.004300551684927267,0.14714202412117844,0.023036634257305448,0,1,0,1,1,0
126,0,0.04999999999999993,0.0030365601846228593,0.0009310032410318192,-7.564616022950194e-05,-2.4618265392129836e-05,-4.5420835387322694e-05,-0.000751207430613049,0.004051463616934647,-0.02659760697748359,0.15378958653335767,0.018784655070457023,0,1,1,1,1,0
127,0,0.0,0.0,0.0001603273283144191,7.262334231761258e-06,2.545913636688938e-06,-6.7938445539958035e-06,0.0031391394610826573,-0.007645408540572385,0.01915796948138926,0.13214774247355648,0.028711991416544444,0,0,0,0,1,0
128,0,-0.003999999999999976,-0.0004760771244941668,0.00037200051600587425,-0.00048208624945023787,2.7237893334078203e-06,8.507407377235452e-06,0.006616209645909726,0.010513305104796089,-0.003090610855586373,0.11131704893934317,0.03987079241557069,1,1,0,1,1,0
129,0,0.004000000000000448,0.0003569516330537148,-0.0038793384402669717,-0.00012400561417676842,6.787436373958738e-06,4.663609324155821e-06,-0.0051886135557118185,0.012086823629949617,-0.053073768408339994,0.1484564425700447,0.02961908975891811,0,1,1,1,1,0
130,0,0.0,0.0,-0.000244731113127894,-1.5286761841457747e-05,3.0065334361398287e-06,-1.4404346615154526e-06,0.002780166822149377,-0.0041364517731004025,-0.006017193886983296,0.1384432266458312,0.028572369574084894,0,1,0,1,1,0
131,0,-0.043999999999999984,-0.004035216434336027,-0.0007091142129410644,0.0006190407404762302,7.908082677650797e-06,-9.903453057700639e-08,0.001576746180664751,0.0042958185720634035,0.014094624332682049,0.15597475166701896,0.03103467693051149,1,0,0,0,1,0
132,0,-0.23,-0.026976307764485105,0.01212065118073856,0.004912183861866315,-5.4490873261413405e-05,-0.00022621378110998584,0.024234590639222647,0.29661792907640483,0.05088237570100862,0.11676726295670871,0.04564220893518866,1,0,0,0,1,0
133,0,0.013999999999999999,0.001498929336188436,0.0008244252910251382,8.092193847231144e-05,-2.652182359839158e-06,-1.1475557804938464e-06,0.004721704141124439,-0.001199504731452361,-1.6505790118248598e-05,0.14014291473367163,0.03390673139664686,0,0,0,1,1,0
134,0,-0.030000000000000013,-0.003736920777279523,-0.0005331608935537496,-0.0010139925700278218,7.658259654596991e-06,2.353592452329959e-05,0.010019976509295675,-0.010862238119935919,-0.008143534348284742,0.1095553779747512,0.04358708569341922,1,1,0,1,1,0
135,0,-0.012,-0.0012247397428046545,0.0008727026047183478,-4.2930698529373285e-05,-9.164060069304439e-07,-3.949602511292105e-06,0.0030986317499092086,0.002726553665759246,0.0027135011885492943,0.13612212280680364,0.031433593441754434,1,1,0,0,1,0
136,0,-0.001999999999999988,-0.00022993791676247273,-2.7868870001307444e-05,-4.3357642054566575e-05,2.345181685923961e-06,-4.004043079583843e-06,0.005236904794519465,-0.007136080389271271,0.0010387982913164784,0.10877858126638658,0.035343483217499784,1,1,0,0,1,0
137,0,0.006000000000000005,0.0004915615271178127,-0.00336542695910777,-0.00032095602659702044,3.734431709763019e-06,-3.3040961293785264e-07,-0.005584346741552226,-0.029612090993446083,-0.03615978306652634,0.17158032986737976,0.027125783519737937,0,1,1,1,1,0
138,0,5.838,0.5614541257934218,0.04669895485578193,0.03809308860129118,-0.00013213172781731852,-0.000272320641309771,0.04834667439705331,2.2288856634110754,-0.3908699563314775,0.1429653411069632,0.02975260046717464,0,0,0,1,1,0
139,0,0.01200000000000001,0.0010885341074020304,-0.003919373637047308,-5.536271444928076e-05,1.4488533551822082e-05,7.135791039519172e-06,-0.0032920006719591166,0.011063998557596433,-0.0864792888882655,0.14778938566795274,0.03072772589093668,0,1,1,1,1,0
140,0,0.0,0.0,0.0016359133627181638,3.212679299645013e-05,8.034281662688911e-07,6.284835714099333e-08,0.0035057295533937466,-0.0030004955392077814,0.01460083566178394,0.1404836382280113,0.021705615974374128,0,0,0,0,1,0
141,0,0.0,0.0,0.001166470687567256,-0.0012221844118161795,-4.463337706238856e-06,-2.3920926759267907e-05,0.002492441235602938,-0.0354570414208597,0.002251394544894314,0.10093674068486988,0.05130547622019863,0,1,0,0,1,0
142,0,0.0019999999999997797,0.00019428793471920613,-0.003122099635537029,-9.523865750127314e-05,3.6115175935285196e-07,8.19962904935489e-06,-0.007214768125601956,-0.006818886681477121,-0.055545887542145955,0.13142013853575316,0.031603891184375885,0,1,1,1,1,0
143,0,-0.008000000000000007,-0.0008183306055646478,0.00037420265653063944,-1.4922976375762037e-05,-6.99094512664894e-07,-2.250858751828627e-06,0.004417006311072863,-0.008229346471840149,0.0011876339424117255,0.1449452723175759,0.03137200798026128,1,1,0,0,1,0
144,-1,5.656,0.5478496706702828,0.059876542513685044,0.040739051790257,-5.678958949471456e-05,-0.0002018469880066202,0.06758258180518434,2.262566998276294,-0.30003253575167754,0.14084967033707427,0.02993950976444134,0,0,0,1,1,0
145,0,0.0,0.0,0.002091165103435641,-0.0006618670550992689,-2.267789782153828e-05,-3.763015062602102e-05,-0.005246999711418454,-0.03231574116946956,0.014181913964617987,0.1291904304420909,0.020129477440585162,0,1,1,0,1,0
146,0,0.0,0.0,0.0011987844166079648,-5.7441664735393555e-05,8.874833860474237e-07,-1.6635895455630306e-07,0.004406310474581759,-0.0009081483647621624,0.004149582083178949,0.11892772127684009,0.03117727099540347,0,1,0,0,1,0
147,0,0.0,0.0,0.0008077540596510002,5.281260488807643e-05,8.746681301673945e-07,-9.272583564005118e-06,0.0054540567633490356,-0.009676555051274738,0.00862726491609811,0.1123278646040172,0.032665822263318926,0,0,0,0,1,0
148,0,0.0,0.0,0.0016932616169692688,-4.325933310850641e-05,-2.3176031605123652e-06,-3.877818267363593e-06,0.003974715077778301,0.00024740582448701254,0.0012408475871477087,0.11142205101745713,0.03355841876353809,0,1,0,0,1,0
149,0,0.0,0.0,0.0006379662575149853,-0.00015809791972429266,5.949354034469811e-06,-1.765550818171762e-06,0.004694708773113371,-0.014139759701583654,0.02783709831328851,0.13182736253315866,0.023128960680253653,0,1,0,0,1,0
150,0,0.0020000000000000018,0.00016485328058028336,0.0006416070247315386,5.701215915171129e-05,3.3310018292831162e-06,-3.2523099496254565e-06,0.0025339765940494974,-0.01578030498747851,0.011919787315726182,0.14463780640129792,0.025303195052265533,0,0,0,0,1,0
151,0,0.126,0.012745296378717377,-0.006862753899448154,-8.774023851771534e-05,2.6610697471303848e-05,3.678345401605335e-05,0.011946883691583088,-0.06681830506944952,0.0072754530346084145,0.12432696906260043,0.031221144759533827,0,1,0,0,1,0
152,0,-0.022000000000000006,-0.00220485067147725,-0.0002069576278578844,-2.6614741423774263e-05,2.0758847610049484e-06,-1.686467985459396e-06,0.0032603935136626683,-0.0005167974218180937,-0.008702740427473099,0.14047615836500274,0.030780344895567188,1,1,0,1,1,0
153,0,0.0,0.0,-0.0010712001289492346,-3.5396065620578454e-06,4.140016742939416e-06,5.108494023642069e-08,0.004244894349558187,0.005794174580020739,-0.016689555957089652,0.1358921787972331,0.0320337348140398,0,1,0,1,1,0
154,0,-0.0020000000000000018,-0.00022753128555176236,0.0006879124766150935,4.411880028764095e-05,-6.100481837367951e-07,-8.049897705130382e-06,0.005075773768786707,-0.005875609695255468,0.010906326595187199,0.11332379055428676,0.03494082288213818,1,0,0,0,1,0
155,0,-0.134,-0.015639589169000934,0.010706521323385926,0.0017713880218245444,-8.594417902300228e-05,-0.0002785748054697848,0.023651856739056287,0.25945051827450905,0.04369342420157318,0.12444377093184786,0.04563590025111643,1,0,0,0,1,0
156,0,0.0,0.0,0.0017840225123227499,6.956706650795841e-06,-1.5116570295105975e-06,2.1169707170050735e-07,0.004345072722258175,0.006852763989783739,0.004057363923424262,0.12406099954750659,0.027709199421850402,0,0,0,0,1,0
157,0,0.0040000000000000036,0.00043131334914815744,-0.0010292877525825694,7.3351088468939785e-06,4.025566800737153e-06,-2.4785671210205947e-06,0.006848067307447414,0.006052084473662456,-0.012249338824209755,0.12108540296816651,0.03325871959845113,0,0,0,1,1,0
158,0,0.016000000000000014,0.000945961925032518,-0.0006822812796574568,0.00023949355854924192,4.148654933494307e-06,2.8904890331303643e-07,0.0082321279941521,0.02366501596962145,-0.041515887752785474,0.1612210523222561,0.018250523420097035,0,0,0,1,1,0
159,0,0.0,0.0,0.0010850044853065594,-4.714990056737395e-06,-1.5094307852671742e-06,-5.690131098977846e-07,0.003644267585091815,0.000542554943598228,0.0012662486710004472,0.1348408356679721,0.028296776576513066,0,1,0,0,1,0
160,0,-0.05000000000000002,-0.0029059630361501793,-0.0030175559529572182,0.00013966053084842056,-4.157646222074517e-06,9.855212116859579e-06,0.0008573458887972674,-0.009684916762509044,-0.014756546239023116,0.15783358966217162,0.018381553888842116,1,0,0,1,1,0
161,-1,0.11399999999999999,0.012669482107134918,0.13112579008969832,nan,6.799116372905949e-05,nan,0.06602133609940392,2.6653109348239785,0.514788043166333,0.09603118189520929,0.034340775570575605,0,0,0,0,1,0
162,0,-0.0020000000000000018,-0.00022820629849383892,-0.0014427838191711784,-0.0006896314946628207,1.5239219117341033e-05,3.844300404414673e-05,0.011034198113757943,0.004657277783501446,-0.01114475562046957,0.12367387432605777,0.0387462127121994,1,1,0,1,1,0
163,0,0.0,0.0,0.0010838827344201163,-4.151379355856605e-06,-1.6406963080825001e-06,-9.78827342802116e-06,0.0035627778621052653,-0.013220582008179216,0.023266901088621506,0.12058082433807993,0.029793981021225883,0,1,0,0,1,0
164,0,0.009999999999999981,0.0011081560283687925,0.0006348338072964255,-0.00024037525664548712,-3.9359997323308235e-06,-2.777369233077846e-06,0.004457497637605584,-0.00036041179252666034,-0.005249792851540036,0.13715969974788259,0.03661284705677393,0,1,0,1,1,0
165,0,0.0020000000000000018,0.00012804097311139642,0.0009373585912732241,-2.9075242936531936e-05,-2.205018477089999e-06,-3.625754156503841e-06,0.0027041670969902287,-0.006643227362729598,0.014602278730814433,0.14017267567035177,0.019685982574877695,0,1,0,0,1,0
166,0,-0.017999999999999988,-0.0022756005056890037,-0.000730186432727889,-0.0012552170005787552,-4.291336643002337e-06,-7.46407607008149e-06,-0.0011530624614298213,-0.06156881205366149,-0.004549912136024847,0.10660089677641099,0.044261693476166604,1,1,1,1,1,0
167,0,0.0,0.0,0.0014448405169744521,-4.073722371140259e-05,-2.9110912834914805e-06,-7.3686319469093e-06,0.0033404558126241823,-0.00044048699740262265,0.0015577006772860003,0.11200678324752388,0.03328286809769818,0,1,0,0,1,0
168,0,0.02400000000000002,0.0022826707247479705,-0.002187195001549652,-4.9282922236770776e-05,-3.024627607281158e-06,1.2027747494752577e-05,-0.009310293843964867,-0.012683052371045278,-0.0563969193341447,0.1473801662812387,0.03115270670260419,0,1,1,1,1,0
169,0,0.006,0.0006596306068601583,0.0005751042063673467,1.4048366426554909e-05,-1.689669777548558e-06,-5.070479355920223e-06,0.004278947618078344,-0.009297012850862485,0.005102047914643304,0.11822338251183843,0.033795909792474176,0,0,0,0,1,0
170,0,0.006000000000000227,0.0005783689994215413,-0.0006457450550216293,2.1350554877827554e-05,-2.3707482034000804e-06,-5.983182395428825e-07,-0.005575356330136422,0.016807033486083256,-0.0551602497665975,0.146052479932041,0.03181875616494237,0,0,1,1,1,0
171,0,0.0,0.0,0.0016937325026350203,3.324326364496921e-05,-3.31108887332383e-06,-6.7274649249649465e-06,0.0034070596725259417,0.004024138109717912,0.0017320220730647762,0.11687914595930339,0.031337006739159956,0,0,0,0,1,0
172,0,0.0,0.0,0.0004892067088456686,-2.6887434565608936e-06,1.5386034696241368e-06,-2.181558348102533e-06,0.002903096994053639,0.002835308906693701,-0.015112220878394034,0.11890899342881683,0.03111637049777086,0,1,0,1,1,0
173,0,-0.182,-0.015098722415795587,-0.007743549225294188,6.23118616695055e-05,8.134942282676718e-06,1.699936208442496e-05,-0.006881363907980248,-0.07556142396588883,-0.10821152534871237,0.1243334343360873,0.02560399661454458,1,0,1,1,1,0
174,0,-0.010000000000000009,-0.001171508903467667,6.968171546209434e-05,-0.0007544150989233812,-3.117192475447653e-06,-9.61415905482261e-06,0.003045148183601354,-0.021309374069172993,-0.00989132933178638,0.13151845960849548,0.042882791977019205,1,1,0,1,1,0
175,0,-0.008000000000000007,-0.0009276437847866425,0.0006305014046829316,-8.195622254062243e-05,-1.327217570648207e-06,-7.790825342801838e-06,0.005836939980347178,-0.016431454175479088,0.01718966369674524,0.110181372169509,0.03560293964524931,1,1,0,0,1,0
176,0,0.0,0.0,0.0006225300729228722,6.7739154643170485e-06,-3.8268101029172163e-07,-6.8707996146403095e-06,0.0038914038100396064,-0.0013611474424997105,0.0024228004229356337,0.1417937468913774,0.029232782310052604,0,0,0,0,1,0
177,0,-0.04200000000000004,-0.0032910202162670446,0.003638908181682915,-0.00012480367123906405,8.239839887791206e-06,-4.3265751758230116e-06,0.020538126630604087,0.006107577016353893,-0.09336341939867232,0.15222124310322221,0.024215259980451292,1,1,0,1,1,0
178,0,-5.774,-0.5013023094287203,-0.011610494341600247,-0.012484032658591868,5.1672624265481216e-05,9.417962166897097e-05,0.04035205121441088,-1.2884174887346191,0.5432347550965684,0.15691310945323553,0.027444182980858902,1,1,0,0,1,0
179,0,0.0,0.0,0.000935993863336676,1.0578668848865852e-05,1.207499226247178e-06,-4.237298497248004e-06,0.003733530552576997,-0.008295539534418861,0.00178489637729351,0.10836389658969735,0.035265044762973714,0,0,0,0,1,0
180,0,0.5660000000000001,0.04040548258138207,-0.00210840624214291,0.004701297931047427,6.399910280052159e-05,6.34445982755243e-05,0.01635374981121898,0.497547556120549,0.3014674497062062,0.1289756373734033,0.02193948079144959,0,0,0,0,1,0
181,0,0.0,0.0,0.0009879425916936163,1.595491280245026e-05,-4.558230608394352e-07,-2.5281970265038497e-06,0.004464151617367934,-0.005815967263669508,0.0061998620802858895,0.1372330628601606,0.03008717768224745,0,0,0,0,1,0
182,0,0.006000000000000002,0.0007029053420805999,0.0005706465216738094,3.9702967059598165e-05,-1.7588865453368498e-07,-6.17844833417547e-06,0.003872493695860846,-0.01527292070045183,0.0035439754829571513,0.10776401390802309,0.03599353017600582,0,0,0,0,1,0
183,0,-0.09,-0.010721944245889922,9.97802136848136e-05,-0.002816858871997615,-1.7247624090197238e-05,-0.00012179981547780344,-0.0017095364513015354,-0.0948628197418302,0.0009070301442060114,0.1044984956870555,0.047497391148886486,1,1,1,0,1,0
184,0,-0.001999999999999988,-0.0001476668635558183,0.0014349588650830608,-4.240697284257217e-06,-3.3587579338723115e-06,-5.555838290815097e-06,0.0034838838684635165,-0.004544998175982196,0.015997383089185746,0.12995906599690055,0.02270020743782284,1,1,0,0,1,0
185,0,5.958,0.6211426188490409,0.05894279930276422,0.0345983872242647,3.9022730931814525e-05,-0.000294398330242099,0.07125268112443592,2.1314303274407425,-0.017498698915675348,0.1257955279875076,0.03219581849154618,0,0,0,1,1,0
186,0,0.0,0.0,0.0010117662765981583,-9.686837891577718e-05,-2.336492207269977e-06,-4.562827774072216e-06,0.004020021080221259,-0.0007876503764061571,1.3776183568570133e-05,0.12575230631269924,0.03342452083026099,0,1,0,0,1,0
187,0,-0.128,-0.006986136884619583,0.001975752067154446,-0.0028946771292758244,-3.05455480037628e-05,-0.00015500599130515873,0.002976814626205748,0.05512038356579585,-0.022484837681588488,0.15775384058839095,0.017697171695976517,1,1,0,1,1,0
188,0,0.0,0.0,0.0011700877321333125,5.165497274431385e-06,-5.495747930313929e-07,-3.3333193567667294e-06,0.004461020914296343,-0.003198692843537021,0.0037287666562706434,0.141386492975619,0.03023837661721789,0,0,0,0,1,0
189,0,0.003999999999999976,0.0004582951420714944,0.0006228637576680823,-0.0006535219106865199,-3.3569867172437593e-06,-5.732778091020914e-06,0.0004405400273538862,-0.024835754144136413,-0.001351776318953668,0.12211478041680861,0.03820575893941419,0,1,0,1,1,0
190,0,0.0040000000000000036,0.0004525910839556467,0.0007277831281378294,-7.686898058245628e-06,-1.5639158652976624e-07,-3.4601297592890858e-06,0.005013049023180144,-0.004718883159207321,0.006975309793129991,0.12076236120901405,0.03578209108442298,0,1,0,0,1,0
191,-1,0.08200000000000074,0.008609827803443992,-0.006437375451630617,-0.0012349633435848745,-7.2477604052595315e-06,6.335981283709584e-05,-0.012864382076297282,0.07013235385644734,-0.06489257392523173,0.13532625923746122,0.0329288459369473,0,1,1,1,1,0
192,0,0.0,0.0,0.006273137737199536,0.0005672363550227738,-1.3798165567225924e-05,-7.499192777627958e-06,0.029507748734041384,0.025708393698447907,-0.1570063528595771,0.13740147606912545,0.0250645351182292,0,0,0,1,1,0
193,0,0.0019999999999997797,0.00019327406262070745,0.0033164767706053144,0.0005615722146036714,-7.480988132510741e-06,-2.0574788611722348e-05,0.005971261717987952,0.02940549428842365,0.006626636496806615,0.13259662782632595,0.030042006596111864,0,0,0,0,1,0
194,0,-0.007999999999999993,-0.0009425070688030158,0.00026066840006208625,-0.00011743255827385835,1.1679156568930246e-06,1.7456523939411608e-06,0.00390961454740435,-0.012045993158489976,-0.004930063504658744,0.11147866337682615,0.03738294858767541,1,1,0,1,1,0
195,0,-0.094,-0.011241329825400622,0.010302920801437132,0.0015841513421910244,-8.236369100540037e-05,-0.0002534660150621814,0.0247400900026008,0.2649427461441407,0.03813075202272742,0.12511560364798116,0.0456155964700925,1,0,0,0,1,0
196,0,-0.296,-0.033560090702947847,0.011562864740785606,0.003925307921170514,-6.498825722923334e-05,-0.00026014477481856236,0.02545918168566466,0.2988386584421492,0.041547769688044855,0.11815109022075744,0.04629546297120146,1,0,0,0,1,0
197,0,0.016000000000000014,0.0010524930930140772,0.002393877201253114,0.0023451104099065437,1.3333409794620034e-05,1.163037295716016e-05,-0.009211766471057842,0.10846054989042075,-0.04271293504221818,0.15560363321853032,0.02036044621332644,0,0,1,1,1,0
198,0,0.0,0.0,0.0016844846899213284,3.5114990754904485e-05,-3.164634220360527e-06,-3.0007596193326776e-06,0.0038599845618657314,-0.0006678661196650726,0.0022321996936716104,0.14416265550452967,0.028220781299652054,0,0,0,0,1,0
199,0,0.0,0.0,0.0017817157870685107,-1.2177032112103275e-05,1.9813939082907175e-06,-4.092825513526922e-07,0.003840565455442091,0.007986591212075345,0.007398085477511973,0.1357119065838095,0.024409346861643484,0,1,0,0,1,0
200,0,0.0,0.0,0.0008282657835128326,-9.339786380964388e-06,-2.825431956704049e-08,-2.2776583410642455e-06,0.002415941734968119,-0.002527619064481179,-0.003368077068342412,0.11826598285281759,0.02866544389273896,0,1,0,1,1,0
